Meshblock (2013 areas),Area unit code (2013 areas),Area unit description,Ward code (2013 areas),Ward description,Local board code (2013 areas),Local board area description,Territorial authority code (2013 areas),Territorial authority area description,Regional council code (2013 areas),Regional council area description
MB 0146004,506613,Tauhoa-Puhoi,07601,Rodney Ward,07601,Rodney Local Board Area,076,Auckland,02,Auckland Region
MB 0146005,506613,Tauhoa-Puhoi,07601,Rodney Ward,07601,Rodney Local Board Area,076,Auckland,02,Auckland Region
MB 0146101,506613,Tauhoa-Puhoi,07601,Rodney Ward,07601,Rodney Local Board Area,076,Auckland,02,Auckland Region
MB 0146102,506613,Tauhoa-Puhoi,07601,Rodney Ward,07601,Rodney Local Board Area,076,Auckland,02,Auckland Region
MB 0146103,506613,Tauhoa-Puhoi,07601,Rodney Ward,07601,Rodney Local Board Area,076,Auckland,02,Auckland Region
MB 0146104,506613,Tauhoa-Puhoi,07601,Rodney Ward,07601,Rodney Local Board Area,076,Auckland,02,Auckland Region
MB 0146105,506613,Tauhoa-Puhoi,07601,Rodney Ward,07601,Rodney Local Board Area,076,Auckland,02,Auckland Region
MB 0146200,506613,Tauhoa-Puhoi,07601,Rodney Ward,07601,Rodney Local Board Area,076,Auckland,02,Auckland Region
MB 0146300,506613,Tauhoa-Puhoi,07601,Rodney Ward,07601,Rodney Local Board Area,076,Auckland,02,Auckland Region
MB 0146400,506613,Tauhoa-Puhoi,07601,Rodney Ward,07601,Rodney Local Board Area,076,Auckland,02,Auckland Region
MB 0146500,506613,Tauhoa-Puhoi,07601,Rodney Ward,07601,Rodney Local Board Area,076,Auckland,02,Auckland Region
MB 0146600,506613,Tauhoa-Puhoi,07601,Rodney Ward,07601,Rodney Local Board Area,076,Auckland,02,Auckland Region
MB 0146701,506613,Tauhoa-Puhoi,07601,Rodney Ward,07601,Rodney Local Board Area,076,Auckland,02,Auckland Region
MB 0146702,506613,Tauhoa-Puhoi,07601,Rodney Ward,07601,Rodney Local Board Area,076,Auckland,02,Auckland Region
MB 0146703,506613,Tauhoa-Puhoi,07601,Rodney Ward,07601,Rodney Local Board Area,076,Auckland,02,Auckland Region
MB 0146704,506613,Tauhoa-Puhoi,07601,Rodney Ward,07601,Rodney Local Board Area,076,Auckland,02,Auckland Region
MB 0146705,506613,Tauhoa-Puhoi,07601,Rodney Ward,07601,Rodney Local Board Area,076,Auckland,02,Auckland Region
MB 0146800,506613,Tauhoa-Puhoi,07601,Rodney Ward,07601,Rodney Local Board Area,076,Auckland,02,Auckland Region
MB 0146901,506613,Tauhoa-Puhoi,07601,Rodney Ward,07601,Rodney Local Board Area,076,Auckland,02,Auckland Region
MB 0146902,506613,Tauhoa-Puhoi,07601,Rodney Ward,07601,Rodney Local Board Area,076,Auckland,02,Auckland Region
MB 0147000,506613,Tauhoa-Puhoi,07601,Rodney Ward,07601,Rodney Local Board Area,076,Auckland,02,Auckland Region
MB 0147101,506613,Tauhoa-Puhoi,07601,Rodney Ward,07601,Rodney Local Board Area,076,Auckland,02,Auckland Region
MB 0147104,506613,Tauhoa-Puhoi,07601,Rodney Ward,07601,Rodney Local Board Area,076,Auckland,02,Auckland Region
MB 0147106,506613,Tauhoa-Puhoi,07601,Rodney Ward,07601,Rodney Local Board Area,076,Auckland,02,Auckland Region
MB 0147107,506613,Tauhoa-Puhoi,07601,Rodney Ward,07601,Rodney Local Board Area,076,Auckland,02,Auckland Region
MB 0147108,506613,Tauhoa-Puhoi,07601,Rodney Ward,07601,Rodney Local Board Area,076,Auckland,02,Auckland Region
MB 0147109,506613,Tauhoa-Puhoi,07601,Rodney Ward,07601,Rodney Local Board Area,076,Auckland,02,Auckland Region
MB 0147110,506613,Tauhoa-Puhoi,07601,Rodney Ward,07601,Rodney Local Board Area,076,Auckland,02,Auckland Region
MB 0147206,505805,Orewa,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0147208,506003,Silverdale South,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0147209,617501,Oceanic-Auckland Region East,07601,Rodney Ward,07601,Rodney Local Board Area,076,Auckland,02,Auckland Region
MB 0147211,617501,Oceanic-Auckland Region East,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0147212,617501,Oceanic-Auckland Region East,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0147213,505805,Orewa,07601,Rodney Ward,07601,Rodney Local Board Area,076,Auckland,02,Auckland Region
MB 0147214,505805,Orewa,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0147215,617501,Oceanic-Auckland Region East,07601,Rodney Ward,07601,Rodney Local Board Area,076,Auckland,02,Auckland Region
MB 0147216,617501,Oceanic-Auckland Region East,07601,Rodney Ward,07601,Rodney Local Board Area,076,Auckland,02,Auckland Region
MB 0147314,506660,Cape Rodney,07601,Rodney Ward,07601,Rodney Local Board Area,076,Auckland,02,Auckland Region
MB 0147315,617101,Inlet-Kaipara Harbour South,07601,Rodney Ward,07601,Rodney Local Board Area,076,Auckland,02,Auckland Region
MB 0147316,506660,Cape Rodney,07601,Rodney Ward,07601,Rodney Local Board Area,076,Auckland,02,Auckland Region
MB 0147317,617101,Inlet-Kaipara Harbour South,07601,Rodney Ward,07601,Rodney Local Board Area,076,Auckland,02,Auckland Region
MB 0147320,617101,Inlet-Kaipara Harbour South,07601,Rodney Ward,07601,Rodney Local Board Area,076,Auckland,02,Auckland Region
MB 0147322,617101,Inlet-Kaipara Harbour South,07601,Rodney Ward,07601,Rodney Local Board Area,076,Auckland,02,Auckland Region
MB 0147323,617101,Inlet-Kaipara Harbour South,07601,Rodney Ward,07601,Rodney Local Board Area,076,Auckland,02,Auckland Region
MB 0147324,617101,Inlet-Kaipara Harbour South,07601,Rodney Ward,07601,Rodney Local Board Area,076,Auckland,02,Auckland Region
MB 0147400,507500,Campbells Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0147500,507500,Campbells Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0147600,507500,Campbells Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0147700,507500,Campbells Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0147800,507500,Campbells Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0147900,507500,Campbells Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0148000,507500,Campbells Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0148100,507500,Campbells Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0148201,507500,Campbells Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0148202,507500,Campbells Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0148301,507500,Campbells Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0148302,507500,Campbells Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0148400,507500,Campbells Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0148500,507500,Campbells Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0148601,507500,Campbells Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0148602,507500,Campbells Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0148603,507500,Campbells Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0148701,507500,Campbells Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0148703,508520,Sunnynook,07603,North Shore Ward,07605,Devonport-Takapuna Local Board Area,076,Auckland,02,Auckland Region
MB 0148704,508520,Sunnynook,07603,North Shore Ward,07605,Devonport-Takapuna Local Board Area,076,Auckland,02,Auckland Region
MB 0148705,508520,Sunnynook,07603,North Shore Ward,07605,Devonport-Takapuna Local Board Area,076,Auckland,02,Auckland Region
MB 0148706,508520,Sunnynook,07603,North Shore Ward,07605,Devonport-Takapuna Local Board Area,076,Auckland,02,Auckland Region
MB 0148707,508520,Sunnynook,07603,North Shore Ward,07605,Devonport-Takapuna Local Board Area,076,Auckland,02,Auckland Region
MB 0148801,507500,Campbells Bay,07603,North Shore Ward,07605,Devonport-Takapuna Local Board Area,076,Auckland,02,Auckland Region
MB 0148802,508520,Sunnynook,07603,North Shore Ward,07605,Devonport-Takapuna Local Board Area,076,Auckland,02,Auckland Region
MB 0148900,507500,Campbells Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0149000,507500,Campbells Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0149100,507500,Campbells Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0149200,507500,Campbells Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0149300,507500,Campbells Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0149400,507500,Campbells Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0149500,507400,Mairangi Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0149600,507400,Mairangi Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0149700,507400,Mairangi Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0149800,507400,Mairangi Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0149900,507400,Mairangi Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0150000,507400,Mairangi Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0150103,507400,Mairangi Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0150104,507400,Mairangi Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0150105,507400,Mairangi Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0150106,507400,Mairangi Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0150107,507400,Mairangi Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0150200,507400,Mairangi Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0150300,507400,Mairangi Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0150400,507400,Mairangi Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0150500,507400,Mairangi Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0150600,507400,Mairangi Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0150700,507400,Mairangi Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0150801,507400,Mairangi Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0150802,507400,Mairangi Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0150900,507400,Mairangi Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0151000,507400,Mairangi Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0151101,508805,Windsor Park,07602,Albany Ward,07603,Upper Harbour Local Board Area,076,Auckland,02,Auckland Region
MB 0151103,508805,Windsor Park,07602,Albany Ward,07603,Upper Harbour Local Board Area,076,Auckland,02,Auckland Region
MB 0151104,508805,Windsor Park,07603,North Shore Ward,07605,Devonport-Takapuna Local Board Area,076,Auckland,02,Auckland Region
MB 0151201,507400,Mairangi Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0151202,507400,Mairangi Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0151300,507400,Mairangi Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0151400,507400,Mairangi Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0151500,507400,Mairangi Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0151601,508520,Sunnynook,07603,North Shore Ward,07605,Devonport-Takapuna Local Board Area,076,Auckland,02,Auckland Region
MB 0151602,508520,Sunnynook,07603,North Shore Ward,07605,Devonport-Takapuna Local Board Area,076,Auckland,02,Auckland Region
MB 0151603,508520,Sunnynook,07603,North Shore Ward,07605,Devonport-Takapuna Local Board Area,076,Auckland,02,Auckland Region
MB 0151700,507400,Mairangi Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0151800,507400,Mairangi Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0151900,507400,Mairangi Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0152000,507400,Mairangi Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0152100,507400,Mairangi Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0152200,507400,Mairangi Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0152300,507400,Mairangi Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0152400,507400,Mairangi Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0152500,507400,Mairangi Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0152600,507400,Mairangi Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0152700,507400,Mairangi Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0152800,507400,Mairangi Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0152900,507400,Mairangi Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0153000,507400,Mairangi Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0153100,507400,Mairangi Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0153200,508805,Windsor Park,07602,Albany Ward,07603,Upper Harbour Local Board Area,076,Auckland,02,Auckland Region
MB 0153300,507300,Murrays Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0153400,507300,Murrays Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0153500,507300,Murrays Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0153600,507300,Murrays Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0153700,507300,Murrays Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0153800,507300,Murrays Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0153902,507300,Murrays Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0153903,507300,Murrays Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0153904,507300,Murrays Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0154001,507300,Murrays Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0154002,507300,Murrays Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0154100,507300,Murrays Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0154201,507300,Murrays Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0154202,507300,Murrays Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0154300,507300,Murrays Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0154400,507300,Murrays Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0154500,507300,Murrays Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0154600,507300,Murrays Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0154700,507300,Murrays Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0154800,507300,Murrays Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0154900,507300,Murrays Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0155000,507300,Murrays Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0155100,507300,Murrays Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0155200,507300,Murrays Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0155300,507300,Murrays Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0155400,507300,Murrays Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0155500,507300,Murrays Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0155601,507300,Murrays Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0155602,507300,Murrays Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0155604,507300,Murrays Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0155605,507300,Murrays Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0155701,507300,Murrays Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0155704,507300,Murrays Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
MB 0155705,507300,Murrays Bay,07602,Albany Ward,07602,Hibiscus and Bays Local Board Area,076,Auckland,02,Auckland Region
